Date,Venue,Group,Participants,Volunteers,"CO2 (kg)","Weight (kg)",Fixed,Repairable,Dead,"Hours Volunteered"
15/07/2018,rLab,,0,1,0,0,0,0,0,12
08/07/2018,"Crystal Palace Library of Things ",,17,5,96.4,14.41,7,6,4,24
07/07/2018,"Party in the Park (London Fields)",,30,7,404.72,34.39,13,11,7,30
07/07/2018,"TTF Repair Café 3.14",,4,2,0,0,0,2,1,15
07/07/2018,"The Wantage Mix",,0,1,28,9.05,3,1,4,12
07/07/2018,Southampton,,15,5,258.18,32.94,6,4,7,24
01/07/2018,Brentford,,0,1,0,0,0,0,0,12
01/07/2018,"Milano Nerd",,0,4,32,2,2,0,0,21
23/06/2018,"Kinning Park Complex",,20,4,58.53,5.99,4,2,1,21
17/06/2018,"East Reading Festival",,2,1,0,0,0,0,0,12
16/06/2018,Portsmouth,,26,8,268.02,17.44,3,1,3,33
16/06/2018,Aylesbury,,0,1,0,0,0,0,0,12
14/06/2018,"Fablab di Officine Innesto",,0,1,0,0,0,0,0,12
09/06/2018,"Ickenham Festival",,15,4,42.43,6.23,5,5,2,21
09/06/2018,HackSapce,,10,6,253.75,11.02,6,2,1,27
07/06/2018,"Remakery Brixton",,17,9,609.82,58.82,13,5,2,36
05/06/2018,"Camden Town",,15,5,21.26,2.57,4,8,3,24
02/06/2018,"Sherwood Methodist Church",,31,1,352.26,25.97,12,8,7,12
02/06/2018,"The Wantage Mix",,16,3,75.06,11.19,3,3,1,18
02/06/2018,"Restart Party @ Fablab / MiniMakerFaire",,5,5,27.2,1.7,2,3,1,24
02/06/2018,"TTF Café Collective",,5,3,38.52,5.76,5,1,0,18
02/06/2018,Southampton,,24,5,326.7,33.68,7,5,8,24
27/05/2018,Grangetown,,0,1,0,0,0,0,0,12
26/05/2018,"Kinning Park Complex",,20,8,28.4,10.48,2,0,1,33
26/05/2018,"Restart Party Aosta",,0,1,3,0.69,1,0,0,12
24/05/2018,"Maison du développement durable",,0,1,1026.96,29.87,13,17,6,12
20/05/2018,"Reading Repair Cafe",,3,4,48,3,1,0,0,21
20/05/2018,"Fiksefest for elektriske leker - Kirkeristen",,12,7,65.41,8.8,8,0,3,30
19/05/2018,Leytonstone,,26,15,279.07,17.54,10,11,4,54
19/05/2018,"The Loop @ Pembury",,18,4,114.69,14.26,5,10,1,21
19/05/2018,Portsmouth,,34,8,178.24,20.36,5,6,3,33
19/05/2018,Southampton,,16,5,205.08,33.85,9,2,4,24
13/05/2018,Tooting,,24,6,662.08,36.4,9,6,5,27
13/05/2018,"Cascina Cuccagna",,30,8,790.96,39.91,13,8,8,33
12/05/2018,"Kingsgate Community Centre",,10,8,276.28,26.59,7,4,6,33
12/05/2018,"Poble Sec",,0,3,0,0,0,0,0,18
10/05/2018,"Restart Party @ Fablab #2",,2,3,161.4,2.76,1,0,0,18
09/05/2018,"Verkmenntaskólinn á Akureyri",,0,1,0,0,0,0,0,12
09/05/2018,"Fab Lab Ísafjörður - Iceland",,0,1,0,0,0,0,0,12
09/05/2018,"Fab Lab Ísafjörður - Iceland",,3,5,17.91,0.14,1,0,1,24
07/05/2018,"St Mary's Community May Fayre",,1,1,0,0,0,0,1,12
05/05/2018,"The Wantage Mix",,16,3,17,4.07,4,0,2,18
05/05/2018,"TTF Repair Café 2.0",,8,4,84.42,17.03,6,1,0,21
05/05/2018,"BFUU Fellowship Hall",,81,46,402.5,89.38,28,12,5,147
05/05/2018,Lindeberglokalet,,21,8,705.54,34.1,11,5,4,33
05/05/2018,Southampton,,26,7,158.55,18.79,7,7,10,30
01/05/2018,"Restart Center ECFS",,6,6,441.11,7.2,6,0,0,27
24/04/2018,"Réparothon à l'Espace Desjardins",,110,1,9807.52,208.68,98,3,23,12
22/04/2018,"Crystal Palace",,22,8,192,14.72,7,8,3,33
21/04/2018,"Stoke Newington",,25,6,751.9,56.54,16,11,5,27
21/04/2018,Portsmouth,,33,7,221.47,20.04,4,7,0,30
21/04/2018,"Abbey Community Centre",,20,8,628.24,30.65,18,5,8,33
21/04/2018,"Beaumont Shopping Centre",,6,5,105.35,4.23,2,3,0,24
21/04/2018,"Deichman Hovedbibliotek",,0,1,0,0,0,0,0,12
19/04/2018,"Remakery Brixton",,21,13,586.04,57.07,10,9,2,48
15/04/2018,RISC,,0,1,0,0,0,0,0,12
11/04/2018,"Fab Lab Ísafjörður - Iceland",,8,5,9.5,2.8,2,5,0,24
11/04/2018,"Restarters Akureyri með Restart vinnustofu",,15,4,41.41,8.61,3,9,3,21
07/04/2018,"Sherwood Methodist Church",,18,4,129.11,9.76,14,16,10,21
07/04/2018,"Kingsgate Community Centre",,22,6,844.62,53.54,16,8,10,27
07/04/2018,"The Wantage Mix",,22,6,357.71,32.59,15,4,1,27
07/04/2018,Milan,,20,7,216.89,7.03,4,4,4,30
07/04/2018,"TTF Café Collective",,2,2,20.5,7.78,1,1,0,15
07/04/2018,Southampton,,20,7,93.57,18.1,19,6,4,30
06/04/2018,"Restart Party @ Fablab",,9,2,137.03,4.96,2,0,0,15
05/04/2018,"Réparothon à l'école Saint-Fabien",,30,1,1252.15,31.89,11,10,1,12
01/04/2018,"Restart Center",,9,9,161.19,1.26,9,0,0,36
01/04/2018,"Restart Center",,14,14,214.92,1.68,12,2,0,51
25/03/2018,"The Goodlife Centre",,11,7,123.25,16.94,4,6,1,30
24/03/2018,"Fixit Clinic Berkeley Public Library",,48,23,383.33,38.48,18,18,2,78
22/03/2018,"GUEPE, Parcours Gouin",,35,1,708.09,17.48,8,8,8,12
18/03/2018,"Stamford Hill Library",,27,6,445.18,47.29,12,8,4,27
18/03/2018,rLab,,3,10,192.69,18.32,11,6,0,39
17/03/2018,"Portsmouth (Trial Session)",,6,4,145.87,15.22,5,2,0,21
14/03/2018,"Restart Iceland - Akureyri ",,12,5,99.71,10.54,5,5,2,24
10/03/2018,"Mini Restart at Creat-a-Con",,2,4,54.75,10.9,1,1,0,21
06/03/2018,"Colosseum minigjenbruksstasjon",,49,12,1303.24,109.67,27,9,12,45
03/03/2018,"TTF Repair Café",,10,4,7.9,2.7,1,1,3,21
03/03/2018,"Fixit Clinic Berkeley Public Library",,43,15,153.01,30.74,17,9,4,54
25/02/2018,"Crystal Palace Library of Things ",,30,15,444.85,36.86,15,9,2,54
24/02/2018,"Cottenham Community Centre",,0,1,0,0,0,0,0,12
24/02/2018,"Òmnia Verdum",,0,3,0,0,0,0,0,18
23/02/2018,"Richmond MakerLabs Open day",,15,5,496.31,21.91,4,4,3,24
22/02/2018,"Belsize Community Library",,17,13,145.11,14.32,9,8,6,48
22/02/2018,"Collège Ville-Marie",,35,12,2054.36,59.04,17,13,3,45
18/02/2018,RISC,,25,12,324.47,24.55,18,6,2,45
17/02/2018,"The Arbury Swap, Collect and Fix-Fest",,0,1,0,0,0,0,0,12
13/02/2018,,,70,12,1617.45,80.25,9,16,1,45
10/02/2018,Florence,,0,2,0,0,0,0,0,15
04/02/2018,"Royston Repair Cafe 16",,0,1,0,0,0,0,0,12
03/02/2018,"The Redmond Centre, Manor House",,21,8,318.72,34.73,11,7,3,33
03/02/2018,"Sherwood Methodist Church",,26,4,133.92,12.92,9,12,4,21
03/02/2018,"The Wantage Mix",,15,3,24.84,8.74,3,1,3,18
03/02/2018,Southampton,,13,7,133.75,3.67,3,2,6,30
02/02/2018,"Restart Center",,0,1,0,0,0,0,0,12
01/02/2018,"Restart Center",,0,0,0,0,0,0,0,21
01/02/2018,"Restart Center",,15,15,472.69,6.53,13,2,0,54
28/01/2018,"The Goodlife Centre",,23,6,38.4,11.42,5,12,1,27
27/01/2018,Florence,,0,2,0,0,0,0,0,15
27/01/2018,"LCIL West End Neighbourhood Centre",,16,9,139.13,20.49,5,11,2,36
25/01/2018,"Université de Montréal",,25,7,624.11,9.97,8,9,2,30
21/01/2018,"Reading International Solidarity Centre",,7,9,32,2,2,0,0,36
20/01/2018,"Queens Park Arts Centre",,39,9,185.93,15.14,8,13,1,36
17/01/2018,"Hack Manhattan",,0,2,0,0,0,0,0,15
16/01/2018,"Eco Concern",,0,3,0,0,0,0,0,18
14/01/2018,"Kingsgate Community Centre",,17,8,469.3,40.65,9,12,4,33
01/01/2018,"Restart Center",,11,11,509.2,7.98,8,2,1,42
18/12/2017,"Kentish Town ",,16,13,850.58,20.88,12,3,4,48
17/12/2017,Florence,,0,2,0,0,0,0,0,15
09/12/2017,Southwark,,21,6,231.87,12.13,9,7,5,27
09/12/2017,"Leicester Hackspace",,8,5,290.91,9.25,6,1,2,24
07/12/2017,"Université de Montréal",,30,7,2453.38,42.94,19,9,1,30
02/12/2017,Merton,,9,4,58.68,0.81,3,6,0,21
02/12/2017,"via Giambellino 58 Milano",,5,4,101,13.43,5,1,0,21
02/12/2017,Southampton,,11,6,242.41,15.05,4,2,5,27
01/12/2017,"Restart Center",,9,9,272.41,3.38,9,0,0,36
29/11/2017,Hackney,,22,3,380.93,28.42,11,7,4,18
25/11/2017,"Barking and Dagenham",,11,9,855.17,35.14,10,3,7,36
25/11/2017,Brentford,,5,2,62.65,13.6,2,1,2,15
25/11/2017,"The Wantage Mix",,8,3,169.41,26.25,6,1,2,18
25/11/2017,"Molecola Legambiente Torino",,7,4,169.63,6.03,3,3,1,21
25/11/2017,"Deichmanske bibliotek",,45,14,647.08,63.73,19,18,8,51
22/11/2017,Llangollen,,0,1,0,0,0,0,0,12
19/11/2017,"Museo A come Ambiente",,10,3,0,0,1,3,4,18
18/11/2017,"City of London",,29,5,692.6,31.98,17,9,3,24
18/11/2017,"Abbey Community Centre",,25,4,499.76,46.77,13,8,6,21
18/11/2017,"Cittadella dei Giovani",,10,5,186.57,6.06,8,0,0,24
18/11/2017,"Cascina Cuccagna",,10,7,492.58,44.11,5,5,3,30
18/11/2017,"Espai 30",,0,3,0,0,0,0,0,18
18/11/2017,Southampton,,6,3,2.5,1.04,1,2,2,18
15/11/2017,Nottingham,,3,2,33,2.5,1,2,0,15
11/11/2017,Cambridge,,144,4,17.5,3.3,3,5,3,21
11/11/2017,Bexley,,8,5,298.18,9.13,6,9,1,24
11/11/2017,Bra,,0,3,0,0,0,0,0,18
11/11/2017,"Leicester Hackspace",,3,7,85.97,27.87,5,4,0,30
04/11/2017,Chingford,,21,4,312.68,45.01,15,13,3,21
04/11/2017,Ruislip,,16,4,197.95,28.41,12,5,3,21
04/11/2017,"Florence ",,0,2,0,0,0,0,0,15
04/11/2017,Southampton,,12,7,59.87,17.93,4,4,4,30
01/11/2017,"Restart Center",,12,12,466.07,6.63,10,2,0,45
28/10/2017,Abington,,0,1,0,0,0,0,0,12
28/10/2017,Homerton,,30,5,746.52,56.68,15,6,9,24
28/10/2017,"Milan, viale Palmanova 59",,9,5,373.55,34.17,8,1,2,24
28/10/2017,"Linux Day Torino 2017",,4,4,458.47,8.92,4,1,0,21
25/10/2017,"Athlone Hall ",,7,5,212.84,7.95,6,2,1,24
25/10/2017,"Polytechnique Montréal",,50,1,997.8,29.76,8,20,0,12
24/10/2017,"Romsås ombruksstasjon",,17,4,882.59,47.41,12,4,0,21
22/10/2017,"Insertech - 4820, rue Molson",,20,8,1212.55,19.75,12,4,0,33
21/10/2017,Tooting,,19,4,87.94,10.96,4,5,5,21
21/10/2017,Cottenham,,0,4,0,0,0,0,0,21
21/10/2017,"Leytonstone ",,34,5,355.93,39.63,17,14,6,24
21/10/2017,"DMU Queens Building",,6,3,31.35,8.32,2,2,1,18
18/10/2017,Llangollen,,19,5,65.92,9.29,6,2,1,24
14/10/2017,Kingston,,8,3,133.75,3.67,4,4,1,18
07/10/2017,"Museum of London",,20,12,833.83,18.06,14,7,3,45
07/10/2017,Southampton,,11,5,81.61,8.54,4,3,4,24
01/10/2017,"Shelford ",,0,1,0,0,0,0,0,12
01/10/2017,"Vezza d'Alba ",,0,1,313.75,8.79,4,1,3,12
01/10/2017,"Restart Center",,16,16,692.05,10.66,12,2,2,57
30/09/2017,Histon,,0,1,0,0,0,0,0,12
30/09/2017,"Westminster ",,28,5,848.23,24.85,13,10,5,24
26/09/2017,Richmond,,10,4,369.5,21.69,7,3,1,21
24/09/2017,"Lingotto Fiere, Torino",,3,4,35.82,0.28,2,0,1,21
23/09/2017,"Stoke Newington",,38,7,461.71,50.61,14,15,9,30
23/09/2017,"Centro anziani di Villa Bracci",,0,2,0,0,0,0,0,15
23/09/2017,Basingstoke,,12,3,558.64,45.72,13,1,2,18
23/09/2017," Chiesa Evangelica Metodista",,16,8,455.07,36.92,9,0,0,33
16/09/2017,Leytonstone,,49,11,579.95,63.77,22,12,9,42
09/09/2017,"Kingsgate Community Centre, Kilburn",,21,6,289.2,40.5,3,16,5,27
09/09/2017,"Tower Hamlets",,19,4,497.23,21.1,8,10,3,21
03/09/2017,"Grünerløkka bibliotek",,51,11,358.03,48.09,20,14,13,42
02/09/2017,Sabadell,,0,3,0,0,0,0,0,18
02/09/2017,Southampton,,10,6,57.06,11.6,2,3,5,27
29/08/2017,"Maison du développement durable ",,40,9,2520,48.73,21,14,7,36
12/08/2017,"ÉCOSPHÈRE - Hangar 16, Vieux-Port de Montréal",,30,9,1269.89,21.36,11,6,3,36
05/08/2017,Agronomía,,75,14,252.13,44.62,18,4,4,51
05/08/2017,Southampton,,22,8,244.35,54.94,9,1,11,33
02/08/2017,"FabLab Limerick",,6,2,89.55,0.7,5,1,0,15
22/07/2017,"Queens Park Arts Centre",,50,8,197.56,34.78,15,13,3,33
22/07/2017,"Mind Andover",,14,5,268.88,34.67,8,2,1,24
21/07/2017,Southampton,,16,4,129.8,13.4,7,3,4,21
19/07/2017,Tooting,,15,4,67.97,11.06,3,4,2,21
15/07/2017,Leytonstone,,30,8,994.73,90.45,21,5,2,33
09/07/2017,"Giardini Zamenhof",,6,3,161.4,2.76,1,2,3,18
04/07/2017,"Archer Academy",,0,12,0,0,0,0,0,45
04/07/2017,Uxbridge,,5,3,72.37,12.65,4,1,1,18
01/07/2017,"Comunes - Centro Cultural Matienzo",,38,1,372.7,59.38,28,0,9,12
01/07/2017,Southampton,,8,5,47.8,7.4,3,3,1,24
30/06/2017,"corso palestro 14G Italy",,15,14,2289.56,96.51,20,4,1,51
24/06/2017,"London Fields",,57,6,894.16,53.52,15,20,8,27
24/06/2017,"CeDEL Barrio 31",,45,1,1676.95,58.1,43,0,13,12
18/06/2017,"Sinio, CN, Italia",,8,5,37.25,3.14,5,1,2,24
17/06/2017,Leytonstone,,50,14,452.03,42.57,23,12,8,51
17/06/2017,"Leicester Hackspace ",,6,4,72.09,14.79,3,1,1,21
17/06/2017,"Torshovdalen aktivitetshus",,31,8,537.4,47.61,16,12,3,33
17/06/2017,"Barcelona Espai Fontana",,0,1,111.25,21.87,4,1,0,12
15/06/2017,Blå,,45,10,543.17,35.61,20,10,12,39
12/06/2017,"Kentish Town Community Centre",,14,9,109.15,16.01,7,5,1,36
10/06/2017,"Milano - via Agordat",,24,9,107.03,12.49,5,5,3,36
10/06/2017,"Corso Marconi",,5,3,161.4,2.76,1,0,0,18
10/06/2017,"Portal Ambiental Villa 20",,35,1,225.47,51.4,9,0,9,12
10/06/2017,"Piazzale dei Marmi, 57126 Livorno",,1,6,17.91,0.14,1,0,0,27
04/06/2017,"London - Bankside",,0,12,0,0,0,0,0,45
03/06/2017,CheLA,,58,1,608.33,77.1,25,0,5,12
03/06/2017,Southampton,,15,5,103.64,18.29,9,1,4,24
28/05/2017,"Feria de Comsumo Responsable",,30,1,302.02,64.18,15,0,7,12
24/05/2017,"Kilburn - Abbey Community Centre",,24,10,392.59,33.51,12,9,12,39
20/05/2017,,,44,10,746.03,67.84,18,13,15,39
20/05/2017,"C.so Palestro 14/g [Torino]",,15,10,105.91,13.46,6,0,0,39
18/05/2017,"Archer Academy",,12,3,0,0,0,0,0,18
17/05/2017,"CAFÉ LE 5ÈME - 290 rue de la Montagne, Montréal (Québec) H3C 2B1 Canada",,20,5,1244.94,32.51,10,2,0,24
14/05/2017,Turin,,7,15,53.88,0.51,1,1,0,54
13/05/2017," Via di Montughi, 1, 50134 Firenze",,10,8,294.62,33.74,8,1,0,33
11/05/2017,"Archer Academy",,10,1,645.63,11.3,5,0,0,12
10/05/2017,"33 Central Park West, New York, NY 10023",,27,6,3486.38,61.02,27,0,0,27
09/05/2017,"Brixton Pound Café",,21,6,190.52,26.9,6,8,1,27
08/05/2017,"Cittadella dei Giovani - Aosta via Garibaldi 7",,10,9,99.26,13.64,7,5,2,36
06/05/2017,Leicester,,10,6,231.95,19.06,4,2,1,27
06/05/2017,"Westedals, Oslo",,30,14,585.79,28.41,16,11,4,51
06/05/2017,Southampton,,14,5,150.33,7.8,3,0,5,24
03/05/2017,Limerick,,10,3,179.1,1.4,10,0,0,18
01/05/2017,"3901 Fieldston Road, Bronx, NY 10471",,17,17,393.62,4.75,17,0,0,60
22/04/2017,"Leytonstone Restart Party",,41,7,339.94,37.93,16,13,13,30
22/04/2017,"Via delle Caldaie, 18, 50125 Firenze",,5,8,65.31,6.63,5,2,0,33
22/04/2017,"Turin Restart Party",,4,15,152.98,9.31,2,0,1,54
19/04/2017,"University of Limerick",,11,3,197.01,1.54,11,0,0,18
19/04/2017,"INSERTECH - 2600 rue William-Tremblay, Montréal, QC, H1Y 3J2",,104,20,8309.47,234.32,58,29,16,69
13/04/2017,"Belsize Park Restart Party ",,0,11,459.01,28.23,10,2,3,42
12/04/2017,"GAZM - Montréal",,15,8,914.9,27.34,6,0,1,33
01/04/2017,"Tooting Restart Party",,28,6,134.04,29.89,10,6,2,27
01/04/2017,"Piazza Etrusca, 5, 50061 Compiobbi (FI)",,10,8,131.01,24.34,7,1,2,33
01/04/2017,"3901 Fieldston Road, Bronx, NY 10471",,8,8,254.5,3.24,8,0,0,33
01/04/2017,Southampton,,11,4,61.4,12.98,3,0,7,21
30/03/2017,"3901 Fieldston Road Bronx, NY ",,9,9,272.41,3.38,9,0,0,36
29/03/2017,"FACULTÉ DE L’AMÉNAGEMENT DE L’UNIVERSITÉ DE MONTRÉAL - 2940 Chemin de la Côte-Sainte-Catherine Montréal (QC) H3C 3J7",,35,8,2711.63,47.46,21,3,1,33
25/03/2017,"Leicester Hackspace",,16,11,563.35,96.62,12,3,2,42
25/03/2017,"Club Natural y Popular - Montevideo",,42,11,359.85,68.91,28,1,5,42
22/03/2017,"Barcelona UPC ETSEIB",,0,3,431.76,30.86,4,5,5,18
19/03/2017,"Bankside Restart Party",,22,11,45.8,5.87,3,6,2,42
18/03/2017,"Shoreditch Library",,33,10,820.55,52.41,16,21,3,39
18/03/2017,"Ickenham Restart Party",,19,5,127.19,25.03,14,6,2,24
11/03/2017,"Fieramilanocity,  padiglioni 3 e 4, via Colleoni, GATE 4",,6,8,60.47,9.91,4,0,2,33
08/03/2017,"Basil Jellicoe Hall, Euston",,14,7,495.96,17.31,5,5,3,30
08/03/2017,"ESPLANADE - 6750, avenue de l’Esplanade, bureau 102 Montréal (QC) H2V 4M1",,25,8,516.5,9.04,4,5,1,33
04/03/2017,"Furuset bibliotek og aktivitetshus",,30,11,515.24,22.76,13,9,5,42
04/03/2017,Southampton,,11,5,0,0,0,2,7,24
02/03/2017,"London School of Economics",,15,5,803.69,14.99,9,6,1,24
28/02/2017,"Honour Oak Pub",,0,10,145.15,3.94,4,1,0,39
28/02/2017,"Barcelona Mobile Social Congress 2017",,0,1,0,0,0,0,0,12
27/02/2017,"Kentish Town Community Centre",,16,8,136.54,21.44,10,9,0,33
23/02/2017,"COLLÈGE VILLE-MARIE, rue Sherbrooke Est",,33,13,2106.09,45.85,19,11,3,48
11/02/2017,"Ilford Salvation Army",,16,9,707.84,25.75,9,6,4,36
11/02/2017,"Curious Garden, La Floresta",,0,3,184.97,11.31,3,6,3,18
05/02/2017,"The Goodlife Centre, Bankside",,0,8,228.84,19.42,6,13,1,33
04/02/2017,"Viale Guidoni, 170/172, 50127 Firenze",,19,9,697.78,66.67,13,1,0,36
04/02/2017,Turin,,0,1,0,0,0,0,0,12
04/02/2017,Southampton,,15,4,196.99,23.33,7,0,5,21
02/02/2017,"ÉTS - 1100, rue Notre-Dame Ouest",,15,5,570.38,9.55,5,11,0,24
31/01/2017,"3901 Fieldston Road Bronx, NY ",,8,8,143.28,1.12,8,0,0,33
31/01/2017,Southampton,,3,1,12.52,4.11,3,0,0,12
28/01/2017,"The Redmond Centre, Manor House",,45,6,808.86,58.22,19,28,2,27
28/01/2017,"Brentwood Restart Party",,21,8,310.99,47.05,21,19,6,33
28/01/2017,"Piazza della Libertà, 12, 50129 Firenze",,22,10,688.83,44.12,15,2,3,39
28/01/2017,"Leicester Hackspace - Innovation Centre on 49 Oxford St",,7,5,6.72,0.02,1,4,0,24
28/01/2017,"Deichmanske Hovedbibliotek",,50,22,1185.67,57,24,16,7,75
17/01/2017,"Heath Street Baptist Church, Hampstead",,18,8,281.76,10.76,5,9,3,33
14/01/2017,"YATTA! Viale Pasubio, 12-16",,15,8,506.55,34.22,12,2,3,33
31/12/2016,"3901 Fieldston Road Bronx, NY ",,5,5,311.98,4.94,5,0,0,24
18/12/2016,"Via Fratelli Carli, 75, 50065 Pontassieve (FI) ",,7,8,178.8,11.08,5,0,2,33
11/12/2016,"Feria de Consumo Responsable",,32,1,418.87,96.05,18,0,9,12
10/12/2016,"Leicester Hackspace",,7,6,53.02,5.36,3,4,0,27
08/12/2016,"Viale del Visarno, 14, 50144 Firenze",,12,8,109.32,26,9,0,3,33
04/12/2016,"Parque Tres de Febrero",,39,1,56.08,12.57,10,0,6,12
03/12/2016,"Ilford - Fulwell Cross Library",,24,9,627.74,31.67,12,3,8,36
03/12/2016,Southampton,,8,3,54.75,10.9,1,1,6,18
30/11/2016,"3901 Fieldston Road Bronx, NY ",,6,6,107.46,0.84,6,0,0,27
28/11/2016,Turin,,0,1,0,0,0,0,0,12
26/11/2016,"Golden Lane Community Centre, City of London",,34,9,1159.42,75.29,21,8,10,36
26/11/2016,"Milan, via Cuccagna 2/4",,10,6,208.43,33.87,12,0,2,27
26/11/2016,"Festival de Innovación Social - Montevideo",,34,10,247.8,40.22,10,0,3,39
26/11/2016,"Via Aretina, 246/A/B, 50065 Sieci (FI)",,8,8,1330.09,85.42,12,0,0,33
24/11/2016,Dagenham,,23,9,804.72,17.25,12,4,7,36
23/11/2016,"Woolwich, The Barnfield Hub",,11,6,666.81,12.82,11,2,4,27
22/11/2016,"City Hall, Queen's Walk, London, E1 2AA",,9,5,153.02,2.49,5,4,2,24
20/11/2016,"Parque Centenario",,66,1,234.81,40.36,19,1,12,12
19/11/2016,"Homerton Library",,35,5,1000.28,50.15,12,21,5,24
19/11/2016,"Merton ",,12,5,589.9,11.88,6,4,1,24
19/11/2016,"Boedo Odd CG",,34,1,748.83,47.99,35,0,5,12
16/11/2016,"Havering, Romford Baptist Church",,20,6,187.07,24.14,9,6,5,27
13/11/2016,Sentralen,,40,18,829.71,49.79,27,8,5,63
12/11/2016,"Tooting, Mushkil Aasaan",,35,5,387.55,28.1,7,9,4,24
12/11/2016,Palermo,,29,1,350.28,47.74,32,3,10,12
09/11/2016,"Sutton Central Library, Sutton ",,10,4,87.75,13.4,2,1,0,21
05/11/2016,"Westminster, Abbey Centre",,24,7,1059.19,43.11,15,4,3,30
05/11/2016,Southampton,,9,5,204.38,20.94,6,0,1,24
04/11/2016,"legislatura porteña",,49,1,200.67,28.15,9,0,2,12
02/11/2016,"Canning Town Library",,16,1,331.72,14.55,6,6,2,12
02/11/2016,Lindeberglokalet,,8,5,159.54,3.4,3,3,1,24
31/10/2016,"3901 Fieldston Road Bronx, NY ",,7,7,236.59,3.1,7,0,0,30
29/10/2016,"Walthamstow, Priory Court Community Centre",,16,8,396.24,24.08,7,6,4,33
29/10/2016,Zürich,,0,1,0,0,0,0,0,12
29/10/2016,"Leicester Hackspace",,6,7,161.4,2.76,1,5,1,30
26/10/2016,"Croydon, Bernard Weatherill House",,6,4,129.13,2.26,1,3,3,21
22/10/2016,"Islington, Finsbury Library",,30,6,1185.5,32.46,14,6,7,27
22/10/2016,"BORRAR / DELETE",,0,1,0,0,0,0,0,12
22/10/2016,"Via Frà Diamante, 12/A, 50143 Firenze",,6,8,289.21,23.43,4,2,0,33
21/10/2016,"ÉCO-QUARTIER ROSEMONT – LA PETITE-PATRIE - 5679,  rue Fullum, Montréal, Québec, H2G 2H6",,10,5,774.75,13.56,6,3,1,24
18/10/2016,"Kingston, Richard Mayo Centre",,18,4,583.7,29.42,7,3,3,21
16/10/2016,Turin,,0,1,0,0,0,0,0,12
15/10/2016,"Wembley, Yellow Pavilion",,25,5,216.33,51.26,13,4,4,24
15/10/2016,"Waltham Abbey Library",,6,5,10.82,0.81,3,1,5,24
15/10/2016,"Piazza P. Togliatti, 50018 Scandicci (FI)",,11,8,102.19,12.04,7,1,2,33
08/10/2016,"East Ham Library",,12,5,24.94,3.17,4,7,2,24
08/10/2016,"Ruislip Manor Library",,13,6,73.76,6.38,9,5,6,27
01/10/2016,"Somerset House",,0,1,589.16,20.08,6,4,3,12
01/10/2016,Southampton,,6,3,199.2,9.15,1,5,0,18
30/09/2016,"3901 Fieldston Road Bronx, NY ",,1,1,17.91,0.14,1,0,0,12
25/09/2016,"Taller Humano - Tecnópolis",,35,9,324.83,72.67,12,0,2,36
24/09/2016,"Via Enrico Forlanini, 1, 50127 Firenze",,12,9,150.4,27,4,0,2,36
22/09/2016,"Camden Maiden Lane Estate",,18,4,163,6.67,5,4,3,21
17/09/2016,"Stoke Newington Library",,33,10,813.14,51.57,16,20,5,39
17/09/2016,"L'Anfiteatro Martesana, Milan",,8,6,221.24,26.42,8,0,0,27
17/09/2016,"Leicester Hackspace",,12,7,169.3,5.46,2,4,0,30
10/09/2016,"Harold Hill Community Centre, Gooshays Drive, Romford",,23,5,398.68,46.45,14,9,6,24
03/09/2016,Southampton,,11,4,319.2,32.91,5,1,4,21
28/08/2016,"Monticello d'Alba, CN, Italia",,5,5,53.91,3.33,3,1,1,24
28/08/2016,"P.za Madama Cristina, Turin",,2,4,6.5,0.15,1,1,0,21
21/08/2016,"Taller Humano-Tecnópolis",,32,9,243.35,50.4,7,0,7,36
09/08/2016,Tooting,,32,6,104.83,7.65,5,3,5,27
06/08/2016,"Leicester Hackspace",,4,8,166.72,3.75,3,1,0,33
06/08/2016,Southampton,,7,4,214.81,12.69,3,0,3,21
26/07/2016,"Belsize Community Library",,35,9,543.73,33.49,11,7,3,36
16/07/2016,Turin,,0,1,0,0,0,0,0,12
09/07/2016,"Salvation Army, Clements Road, Ilford",,17,5,609.1,25.18,8,2,9,24
09/07/2016,"Sure We Can (Brooklyn, NY)",,45,1,60.67,12.87,9,0,1,12
02/07/2016,"Neti - Colegiales",,162,22,1170.99,200.15,70,0,12,75
02/07/2016,Southampton,,7,3,0,0,2,0,3,18
26/06/2016,"Bossolasco, CN, Italia",,3,6,31.21,2.98,2,1,0,27
25/06/2016,"Barking Learning Centre",,14,6,334.52,19.42,7,3,3,27
25/06/2016,"LabCafe' via Scrosati 9, Lorenteggio",,6,5,384.92,18.34,8,1,1,24
25/06/2016,"Leicester Hackspace ",,3,5,215.28,3.27,2,4,0,24
24/06/2016,"Somerset House Utopia Fair",,57,10,295.43,9.2,10,4,1,39
21/06/2016,Tooting,,18,4,143.09,4.75,4,3,1,21
21/06/2016,"Centro Cultural Matienzo - Villa Crespo",,60,10,185.22,32.18,19,0,6,39
20/06/2016,"3901 Fieldston Road, Bronx, NY",,4,8,215.13,3.18,4,0,0,33
12/06/2016,Turin,,0,1,0,0,0,0,0,12
11/06/2016,"London Fields",,21,8,319.47,22.41,12,27,7,33
11/06/2016,"Centro Metropolitano de Diseño - Barracas",,39,11,239.56,44.97,16,0,4,42
11/06/2016," Via Faentina, 43r, 50133 Firenze",,13,8,226.36,18.3,8,2,2,33
